epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
236,1138.72,0.48947,1.79234,0.37615,0.41846,0.97124,0.93791,0.89286,0.90827,0.79295,0.8417,0.73214,0.75674,0.62522,0.48823,2.93688,0.44946,0.39607,1.08034,0.00133529,0.00133529,0.00133529
237,1143.46,0.47523,1.98719,0.38859,0.40408,0.9628,0.94185,0.8677,0.88851,0.78489,0.81377,0.75,0.73273,0.60327,0.46209,2.96242,0.45472,0.39417,1.05572,0.00133246,0.00133246,0.00133246
238,1148.19,0.46625,1.93842,0.37635,0.39925,0.9632,0.90558,0.875,0.87876,0.78284,0.85479,0.73587,0.72048,0.59341,0.46499,2.75759,0.43755,0.42079,1.04302,0.00132963,0.00132963,0.00132963
239,1152.86,0.46601,1.90857,0.38089,0.39457,0.95342,0.93687,0.83929,0.87318,0.76498,0.84265,0.76511,0.73124,0.57924,0.48836,2.88697,0.45709,0.40074,1.06813,0.0013268,0.0013268,0.0013268
240,1157.62,0.45978,1.88889,0.37388,0.39772,0.95419,0.93567,0.80357,0.83892,0.74593,0.78979,0.71429,0.67158,0.54468,0.50235,3.06655,0.46341,0.44877,1.091,0.00132397,0.00132397,0.00132397
241,1162.38,0.48197,1.81664,0.38663,0.40038,0.976,0.90779,0.85714,0.87469,0.78601,0.78691,0.75,0.75044,0.61074,0.43191,2.86388,0.4332,0.39298,1.04074,0.00132114,0.00132114,0.00132114
242,1167.08,0.48936,2.02745,0.39588,0.41211,0.96936,0.90898,0.89166,0.92238,0.81749,0.78274,0.73214,0.70432,0.616,0.45401,2.86619,0.43206,0.37162,1.04795,0.00131831,0.00131831,0.00131831
243,1171.85,0.49485,2.0772,0.39253,0.41952,0.96734,0.92559,0.88857,0.90419,0.80288,0.82073,0.71429,0.71889,0.61111,0.48168,2.79189,0.42936,0.40373,1.09652,0.00131549,0.00131549,0.00131549
244,1176.6,0.4677,1.90081,0.37878,0.40126,0.96088,0.95386,0.85714,0.89766,0.79512,0.788,0.75,0.73055,0.63115,0.49167,2.95627,0.45798,0.38582,1.10873,0.00131266,0.00131266,0.00131266
245,1181.3,0.47551,1.92409,0.37806,0.40026,0.96459,0.93746,0.85714,0.88127,0.77982,0.77731,0.75,0.72863,0.58711,0.50725,3.02753,0.45854,0.4,1.12257,0.00130983,0.00130983,0.00130983
246,1186.08,0.48219,1.96633,0.37902,0.4058,0.96637,0.94065,0.84915,0.87307,0.76789,0.82879,0.75,0.75457,0.60679,0.51538,2.97447,0.44817,0.37487,1.15573,0.001307,0.001307,0.001307
247,1190.8,0.46881,1.96072,0.38074,0.40275,0.95978,0.93644,0.85714,0.86837,0.75852,0.81905,0.75,0.72813,0.62706,0.52406,2.94734,0.44225,0.3999,1.15013,0.00130417,0.00130417,0.00130417
248,1195.53,0.46872,1.7062,0.35599,0.40094,0.96259,0.95476,0.83929,0.89173,0.79898,0.83206,0.70788,0.6956,0.60186,0.45436,3.12238,0.45197,0.38903,1.063,0.00130134,0.00130134,0.00130134
249,1200.22,0.47255,1.79397,0.36802,0.40495,0.96455,0.93295,0.85714,0.88543,0.78963,0.84589,0.78415,0.76588,0.62973,0.4505,2.92295,0.44275,0.40261,1.05091,0.00129851,0.00129851,0.00129851
250,1204.92,0.45215,1.9167,0.38314,0.38635,0.95019,0.94036,0.8448,0.88466,0.79152,0.87626,0.76786,0.76041,0.60142,0.44072,2.79681,0.45091,0.41184,1.02954,0.00129569,0.00129569,0.00129569
251,1209.66,0.45744,1.96224,0.38362,0.39539,0.95521,0.94368,0.85714,0.90129,0.78925,0.79994,0.69643,0.71574,0.59035,0.49847,2.89835,0.43541,0.41794,1.11752,0.00129286,0.00129286,0.00129286
252,1214.42,0.45587,1.78457,0.3668,0.39058,0.95702,0.85866,0.91071,0.8868,0.77958,0.83008,0.71429,0.72874,0.60567,0.46633,2.88172,0.44367,0.40341,1.08657,0.00129003,0.00129003,0.00129003
253,1219.1,0.46886,2.04806,0.38269,0.40434,0.95833,0.91521,0.875,0.89334,0.78882,0.81956,0.66071,0.68652,0.59935,0.49908,3.05937,0.48,0.39641,1.10058,0.0012872,0.0012872,0.0012872
254,1223.81,0.46795,1.73897,0.36375,0.39059,0.95446,0.90783,0.91071,0.9062,0.78824,0.87467,0.67857,0.7111,0.61978,0.49073,2.83489,0.45185,0.42057,1.06311,0.00128437,0.00128437,0.00128437
255,1228.57,0.47237,1.80464,0.36806,0.39728,0.95686,0.89623,0.875,0.89684,0.79218,0.81373,0.64286,0.70633,0.59803,0.46624,2.90671,0.44359,0.42686,1.04303,0.00128154,0.00128154,0.00128154
256,1233.27,0.47522,1.84968,0.36986,0.40344,0.96916,0.90133,0.875,0.88298,0.78848,0.85243,0.73214,0.77342,0.61048,0.4468,2.8854,0.43462,0.4056,1.09209,0.00127871,0.00127871,0.00127871
257,1238.02,0.44456,1.84822,0.37459,0.38701,0.94684,0.91223,0.875,0.88125,0.79486,0.88989,0.71429,0.75687,0.59378,0.45761,2.86366,0.42089,0.4321,1.06688,0.00127589,0.00127589,0.00127589
258,1242.72,0.46362,1.76644,0.37076,0.38845,0.96567,0.92103,0.85714,0.89671,0.78636,0.86469,0.71429,0.75748,0.61172,0.49853,2.85871,0.42765,0.39267,1.11128,0.00127306,0.00127306,0.00127306
259,1247.42,0.47412,1.77398,0.36833,0.39786,0.9505,0.89631,0.92617,0.88923,0.77702,0.78895,0.75,0.73817,0.59583,0.48089,2.84689,0.43097,0.38563,1.08164,0.00127023,0.00127023,0.00127023
260,1252.18,0.47653,1.90749,0.37806,0.40333,0.96751,0.89044,0.91071,0.89323,0.78078,0.84156,0.66402,0.70464,0.58542,0.46892,2.86268,0.43418,0.38266,1.07666,0.0012674,0.0012674,0.0012674
261,1257.1,0.46722,1.84042,0.3668,0.39306,0.95569,0.94202,0.87049,0.886,0.77266,0.78321,0.625,0.62164,0.52964,0.46695,3.01094,0.461,0.39663,1.05308,0.00126457,0.00126457,0.00126457
262,1262.23,0.47123,1.97588,0.37552,0.39897,0.95578,0.91916,0.85714,0.8881,0.77746,0.90559,0.73214,0.76165,0.61066,0.46121,2.86875,0.4416,0.40365,1.0476,0.00126174,0.00126174,0.00126174
263,1267,0.46095,1.82028,0.36002,0.39454,0.95932,0.94218,0.87291,0.88699,0.78351,0.83792,0.69643,0.70652,0.55719,0.47955,2.84142,0.42745,0.39356,1.0783,0.00125891,0.00125891,0.00125891
264,1271.76,0.47098,1.73794,0.36442,0.40031,0.96379,0.89899,0.89286,0.88965,0.77782,0.85702,0.75,0.77316,0.61215,0.47974,2.87455,0.44497,0.3974,1.09152,0.00125609,0.00125609,0.00125609
265,1276.45,0.46016,1.83304,0.36929,0.39227,0.94596,0.9257,0.88991,0.89911,0.79426,0.81251,0.76786,0.7608,0.59065,0.46021,2.94046,0.4535,0.38776,1.11252,0.00125326,0.00125326,0.00125326
266,1281.18,0.47031,1.8074,0.36562,0.39793,0.96465,0.89161,0.91071,0.92019,0.80305,0.82088,0.73661,0.74754,0.58523,0.46096,2.78888,0.42868,0.40111,1.07284,0.00125043,0.00125043,0.00125043
267,1285.91,0.45389,1.89974,0.37763,0.38902,0.95174,0.93725,0.875,0.89594,0.79658,0.86071,0.75,0.78266,0.61779,0.45979,2.76761,0.41689,0.41105,1.07345,0.0012476,0.0012476,0.0012476
268,1290.64,0.46354,1.84834,0.3722,0.39804,0.95596,0.89143,0.83929,0.85872,0.75692,0.78985,0.73833,0.73147,0.57753,0.48002,2.7376,0.4354,0.46968,1.14368,0.00124477,0.00124477,0.00124477
269,1295.33,0.44407,1.67401,0.35354,0.37918,0.94909,0.87401,0.82143,0.87367,0.75793,0.8164,0.76786,0.76565,0.58187,0.50581,2.78923,0.43591,0.43453,1.16978,0.00124194,0.00124194,0.00124194
270,1300.05,0.45949,1.84268,0.3687,0.38969,0.95664,0.88877,0.85714,0.88425,0.77812,0.8786,0.77549,0.77256,0.61966,0.51085,2.77049,0.42446,0.43903,1.16274,0.00123911,0.00123911,0.00123911
271,1304.76,0.44765,1.73956,0.3614,0.38094,0.95508,0.92213,0.875,0.88765,0.78219,0.84404,0.78571,0.76528,0.61599,0.51575,2.87196,0.42846,0.40524,1.21283,0.00123629,0.00123629,0.00123629
272,1309.48,0.48163,1.84155,0.36553,0.39674,0.965,0.92043,0.91071,0.91322,0.81026,0.85339,0.7277,0.76389,0.62116,0.46681,2.87108,0.42305,0.40028,1.07002,0.00123346,0.00123346,0.00123346
273,1314.21,0.46721,1.81885,0.37328,0.39437,0.95768,0.92278,0.85364,0.87293,0.77927,0.8645,0.71429,0.75305,0.58127,0.48837,2.96299,0.44037,0.41662,1.12481,0.00123063,0.00123063,0.00123063
274,1318.94,0.45124,1.92348,0.37001,0.39079,0.95174,0.90883,0.91071,0.90437,0.77734,0.76961,0.67857,0.65529,0.55594,0.45722,2.90889,0.45464,0.38806,1.05337,0.0012278,0.0012278,0.0012278
275,1323.67,0.4516,1.709,0.35524,0.37879,0.94626,0.94913,0.82143,0.88567,0.7638,0.86152,0.71429,0.74522,0.62759,0.44915,2.79437,0.43901,0.41966,1.03594,0.00122497,0.00122497,0.00122497
276,1328.42,0.48236,1.61861,0.35087,0.39769,0.97272,0.9241,0.86967,0.87168,0.77718,0.81035,0.76308,0.73969,0.59684,0.46414,2.85685,0.45207,0.39796,1.06381,0.00122214,0.00122214,0.00122214
277,1333.38,0.44394,1.82313,0.35796,0.38169,0.95263,0.88687,0.875,0.88136,0.78741,0.84241,0.75,0.76681,0.60473,0.43876,2.79359,0.41712,0.3789,1.08159,0.00121931,0.00121931,0.00121931
278,1338.08,0.46233,1.86429,0.36374,0.39726,0.96233,0.9015,0.875,0.8797,0.78035,0.82629,0.69643,0.69837,0.57867,0.45711,2.8379,0.42955,0.37237,1.11099,0.00121649,0.00121649,0.00121649
279,1342.77,0.44256,1.85901,0.35996,0.37995,0.95276,0.94433,0.90876,0.91261,0.80496,0.81109,0.7667,0.73054,0.58514,0.42808,2.84994,0.44612,0.35197,1.07372,0.00121366,0.00121366,0.00121366
280,1347.5,0.44971,1.75563,0.36067,0.38653,0.95707,0.9251,0.91071,0.89819,0.79703,0.8358,0.75,0.75002,0.59629,0.46585,3.06778,0.4606,0.3599,1.13255,0.00121083,0.00121083,0.00121083
281,1352.28,0.45749,1.83874,0.36582,0.38549,0.95274,0.91056,0.91071,0.90552,0.80472,0.80105,0.71906,0.7123,0.57392,0.47219,3.07845,0.46844,0.37736,1.08135,0.001208,0.001208,0.001208
282,1357.04,0.45068,1.92244,0.36337,0.38404,0.95527,0.94418,0.91071,0.90259,0.79977,0.83209,0.71429,0.70636,0.60964,0.45374,2.94538,0.46494,0.37918,1.0827,0.00120517,0.00120517,0.00120517
283,1361.79,0.43081,1.70914,0.35241,0.36994,0.94054,0.92589,0.89237,0.91595,0.79329,0.7894,0.66944,0.66999,0.5751,0.46197,3.00884,0.45751,0.41022,1.08266,0.00120234,0.00120234,0.00120234
284,1366.55,0.43327,1.74798,0.35729,0.37014,0.94229,0.93954,0.89286,0.89543,0.79324,0.84706,0.67857,0.71292,0.58813,0.44042,2.83826,0.44611,0.36529,1.13334,0.00119951,0.00119951,0.00119951
285,1371.27,0.43957,1.73693,0.35558,0.37334,0.94485,0.9549,0.85714,0.90292,0.79326,0.85496,0.76786,0.74463,0.5957,0.487,2.85856,0.44451,0.37192,1.17555,0.00119669,0.00119669,0.00119669
286,1375.98,0.43733,1.80422,0.35446,0.37897,0.93835,0.91876,0.89286,0.90554,0.81206,0.82902,0.76786,0.73674,0.62272,0.45055,2.9129,0.45037,0.36135,1.13799,0.00119386,0.00119386,0.00119386
287,1380.78,0.44967,1.7875,0.36216,0.38214,0.94337,0.90672,0.86794,0.87349,0.77259,0.89779,0.71429,0.74185,0.60798,0.49921,2.91405,0.44045,0.43274,1.11537,0.00119103,0.00119103,0.00119103
288,1385.54,0.45107,1.82277,0.36173,0.38137,0.95429,0.93497,0.83929,0.87299,0.79683,0.74917,0.71429,0.67137,0.53308,0.45627,3.23367,0.47225,0.40852,1.08516,0.0011882,0.0011882,0.0011882
289,1390.31,0.45638,1.79489,0.35677,0.39141,0.95849,0.94042,0.8456,0.88087,0.79978,0.83836,0.67857,0.6803,0.54358,0.42673,3.13046,0.47803,0.40016,1.11426,0.00118537,0.00118537,0.00118537
290,1395.05,0.45073,1.80044,0.36053,0.38376,0.95203,0.93874,0.83929,0.88681,0.80889,0.82775,0.75,0.73107,0.58167,0.42513,2.9528,0.45947,0.3854,1.04128,0.00118254,0.00118254,0.00118254
291,1399.75,0.45367,1.89904,0.36257,0.38277,0.95028,0.94947,0.82143,0.87408,0.78957,0.85956,0.76786,0.76703,0.58438,0.43463,2.92127,0.44774,0.37783,1.1025,0.00117971,0.00117971,0.00117971
292,1404.51,0.44123,1.71232,0.35663,0.37903,0.94418,0.92145,0.8379,0.88565,0.78082,0.89437,0.71429,0.74729,0.61664,0.48261,2.91568,0.44827,0.37519,1.16338,0.00117689,0.00117689,0.00117689
293,1409.25,0.44319,1.67082,0.35408,0.37315,0.94791,0.88568,0.85714,0.87814,0.77167,0.8908,0.75,0.7501,0.62845,0.49605,2.96331,0.46447,0.42337,1.13267,0.00117406,0.00117406,0.00117406
294,1413.97,0.45792,1.81308,0.36243,0.38149,0.94938,0.96,0.8571,0.88756,0.78434,0.8766,0.73214,0.75557,0.59707,0.46834,2.85708,0.44485,0.42036,1.09086,0.00117123,0.00117123,0.00117123
295,1418.69,0.46269,1.95284,0.3695,0.38504,0.94976,0.94838,0.85714,0.89031,0.79489,0.87368,0.78571,0.76701,0.61923,0.41819,2.78639,0.43278,0.37006,1.03826,0.0011684,0.0011684,0.0011684
296,1423.42,0.44574,1.84459,0.35607,0.38111,0.9525,0.95549,0.875,0.89789,0.81563,0.8423,0.76786,0.75948,0.62226,0.4059,2.81238,0.43794,0.37619,1.0386,0.00116557,0.00116557,0.00116557
297,1428.18,0.44684,1.84152,0.36344,0.37625,0.9412,0.94322,0.875,0.90888,0.80365,0.82905,0.76786,0.76913,0.62321,0.45898,2.88057,0.43394,0.39473,1.0751,0.00116274,0.00116274,0.00116274
298,1432.91,0.44634,1.79316,0.35736,0.37608,0.95463,0.89359,0.91071,0.89353,0.79704,0.85737,0.75,0.74266,0.61373,0.44905,2.92072,0.44226,0.40402,1.06007,0.00115991,0.00115991,0.00115991
299,1437.62,0.44407,1.74478,0.35122,0.37796,0.94698,0.90596,0.89286,0.90343,0.80948,0.84542,0.73214,0.73132,0.61083,0.428,2.99752,0.45342,0.38759,1.06242,0.00115709,0.00115709,0.00115709
300,1442.36,0.4559,1.66216,0.34732,0.376,0.94782,0.92588,0.89228,0.90127,0.80502,0.77512,0.76786,0.72873,0.60596,0.41312,2.84631,0.43339,0.38422,1.00221,0.00115426,0.00115426,0.00115426
301,1447.1,0.4291,1.76746,0.34414,0.37378,0.95065,0.92638,0.89891,0.9099,0.8023,0.80434,0.75,0.71657,0.59968,0.42415,2.84091,0.4247,0.37215,1.05462,0.00115143,0.00115143,0.00115143
302,1451.83,0.4263,1.67964,0.35182,0.35733,0.93345,0.92892,0.89286,0.90171,0.81579,0.78449,0.71503,0.68662,0.57706,0.42488,2.99176,0.43412,0.36938,1.03748,0.0011486,0.0011486,0.0011486
303,1456.54,0.41468,1.69139,0.34256,0.3586,0.93104,0.8865,0.875,0.88648,0.78586,0.85423,0.73254,0.7427,0.60139,0.41704,3.00747,0.45542,0.38428,1.02227,0.00114577,0.00114577,0.00114577
304,1461.27,0.44518,1.80779,0.34781,0.37347,0.95136,0.94005,0.84004,0.88449,0.79566,0.85908,0.76211,0.78101,0.60457,0.46187,2.95702,0.43554,0.39052,1.11582,0.00114294,0.00114294,0.00114294
305,1465.99,0.43214,1.75911,0.35228,0.36744,0.94573,0.93462,0.83929,0.88482,0.79483,0.84431,0.75,0.73372,0.58304,0.43306,2.8712,0.43431,0.40872,1.08814,0.00114011,0.00114011,0.00114011
306,1470.68,0.44938,1.83994,0.35912,0.37681,0.94605,0.88891,0.875,0.88659,0.79302,0.7847,0.65094,0.63894,0.53147,0.44087,3.05169,0.43787,0.4202,1.06041,0.00113729,0.00113729,0.00113729
307,1475.39,0.45493,1.75404,0.35746,0.38053,0.9556,0.88659,0.875,0.87817,0.78672,0.74463,0.66071,0.64312,0.55278,0.42919,3.09125,0.46621,0.41774,1.06969,0.00113446,0.00113446,0.00113446
308,1480.15,0.45595,1.826,0.36189,0.38085,0.94932,0.90569,0.875,0.8792,0.78586,0.84175,0.73214,0.75856,0.61659,0.44336,2.80105,0.43821,0.40408,1.09155,0.00113163,0.00113163,0.00113163
309,1484.83,0.44445,1.81174,0.35742,0.37931,0.94655,0.87926,0.91029,0.88936,0.80084,0.81772,0.72107,0.72194,0.58319,0.42337,2.7746,0.43051,0.39357,1.07581,0.0011288,0.0011288,0.0011288
310,1489.54,0.43366,1.75044,0.35111,0.36968,0.94215,0.86392,0.92857,0.90031,0.79624,0.82025,0.76786,0.74601,0.59062,0.43058,2.97474,0.44371,0.3951,1.0756,0.00112597,0.00112597,0.00112597
311,1494.28,0.44321,1.85656,0.35513,0.37396,0.94464,0.92276,0.85343,0.86205,0.77526,0.78368,0.625,0.63366,0.54452,0.45729,3.2133,0.47356,0.42661,1.13109,0.00112314,0.00112314,0.00112314
312,1499.08,0.44735,1.85086,0.3539,0.37267,0.93894,0.87438,0.89286,0.87712,0.77782,0.79128,0.67703,0.69938,0.60483,0.42855,2.92737,0.46621,0.38264,1.08128,0.00112031,0.00112031,0.00112031
313,1503.8,0.44744,1.6488,0.33848,0.37627,0.94404,0.92097,0.91071,0.90534,0.80248,0.8272,0.69643,0.70923,0.58205,0.43604,3.00194,0.46346,0.38464,1.1077,0.00111749,0.00111749,0.00111749
314,1508.51,0.44072,1.63359,0.35076,0.37458,0.94332,0.89244,0.91071,0.89755,0.79773,0.71517,0.76786,0.71709,0.59617,0.42777,2.84968,0.45079,0.35863,1.10493,0.00111466,0.00111466,0.00111466
315,1513.24,0.4472,1.72953,0.35237,0.38071,0.94856,0.93251,0.875,0.89332,0.8011,0.80995,0.67857,0.69314,0.5509,0.43622,2.90038,0.44141,0.38615,1.10108,0.00111183,0.00111183,0.00111183
316,1518.01,0.43737,1.7752,0.34711,0.36617,0.94212,0.9036,0.89286,0.88669,0.78843,0.7941,0.66071,0.68495,0.55381,0.43068,3.23729,0.4284,0.39655,1.07489,0.001109,0.001109,0.001109
317,1522.71,0.43242,1.68453,0.33559,0.37094,0.94328,0.90712,0.87205,0.89489,0.79295,0.74013,0.73214,0.71435,0.57048,0.43459,3.14253,0.43291,0.38338,1.03095,0.00110617,0.00110617,0.00110617
318,1527.4,0.42794,1.63499,0.34426,0.36577,0.93718,0.92685,0.90508,0.8954,0.79849,0.84242,0.71429,0.76582,0.62079,0.43965,2.89499,0.42396,0.3583,1.08117,0.00110334,0.00110334,0.00110334
319,1532.13,0.41773,1.68611,0.34341,0.35316,0.93763,0.92727,0.91069,0.89893,0.80034,0.7087,0.66071,0.62747,0.52233,0.42867,3.10763,0.45624,0.36422,1.09539,0.00110051,0.00110051,0.00110051
320,1536.9,0.42701,1.66632,0.34587,0.36363,0.93814,0.94511,0.875,0.89317,0.80164,0.80978,0.75,0.75868,0.62327,0.41612,2.68666,0.41909,0.34903,1.07643,0.00109769,0.00109769,0.00109769
321,1541.65,0.42026,1.71257,0.3447,0.36076,0.93439,0.90276,0.875,0.89383,0.80438,0.82365,0.76786,0.76274,0.64465,0.41583,2.6977,0.41241,0.36689,1.06935,0.00109486,0.00109486,0.00109486
322,1546.46,0.42422,1.78729,0.35111,0.36321,0.92833,0.88588,0.83929,0.87799,0.80295,0.8475,0.80357,0.81615,0.66815,0.44463,2.74794,0.44002,0.41698,1.08809,0.00109203,0.00109203,0.00109203
323,1551.24,0.43479,1.65446,0.33742,0.36306,0.93774,0.88772,0.875,0.8916,0.793,0.82994,0.69721,0.71553,0.59891,0.45078,3.04412,0.45512,0.39721,1.08819,0.0010892,0.0010892,0.0010892
324,1556.01,0.43637,1.79619,0.35204,0.37058,0.93292,0.9088,0.88978,0.88851,0.80021,0.81639,0.75,0.74827,0.64182,0.46699,2.93191,0.44977,0.40128,1.08656,0.00108637,0.00108637,0.00108637
325,1560.74,0.4248,1.65121,0.34154,0.36087,0.93466,0.89473,0.91066,0.9069,0.79614,0.79941,0.78286,0.7634,0.63387,0.42684,2.87608,0.42854,0.387,1.04675,0.00108354,0.00108354,0.00108354
326,1565.51,0.42402,1.64376,0.3482,0.35922,0.93108,0.95265,0.875,0.92461,0.80743,0.78306,0.71429,0.70473,0.58392,0.42288,3.06717,0.44064,0.37071,1.03027,0.00108071,0.00108071,0.00108071
327,1570.23,0.42406,1.63654,0.33942,0.35867,0.93576,0.8943,0.90656,0.89223,0.79121,0.8041,0.65969,0.69068,0.55,0.43427,3.02777,0.44631,0.36492,1.03594,0.00107789,0.00107789,0.00107789
328,1574.99,0.42404,1.64875,0.34312,0.35698,0.92977,0.92823,0.92393,0.91202,0.81055,0.72356,0.75,0.67141,0.58275,0.42768,2.85796,0.42705,0.35076,1.05787,0.00107506,0.00107506,0.00107506
329,1579.71,0.41492,1.61883,0.34336,0.35226,0.93067,0.92496,0.89286,0.90659,0.80543,0.85102,0.76786,0.78006,0.63315,0.43882,2.81394,0.42425,0.34698,1.04684,0.00107223,0.00107223,0.00107223
330,1584.38,0.43448,1.73866,0.35082,0.37149,0.94056,0.92434,0.87265,0.91522,0.80028,0.81187,0.75,0.77739,0.62714,0.42549,2.924,0.4308,0.37476,1.03415,0.0010694,0.0010694,0.0010694
331,1589.11,0.4308,1.75729,0.34354,0.36562,0.9396,0.94068,0.84967,0.90271,0.80097,0.85932,0.71429,0.77875,0.65766,0.41003,2.92436,0.43569,0.38973,1.03623,0.00106657,0.00106657,0.00106657
332,1593.85,0.41968,1.62226,0.33509,0.35467,0.93304,0.89776,0.89286,0.89957,0.80147,0.84154,0.75879,0.76888,0.63449,0.43331,2.82412,0.42859,0.39279,1.06584,0.00106374,0.00106374,0.00106374
333,1598.85,0.41832,1.80146,0.354,0.3594,0.92721,0.91954,0.83929,0.88639,0.7857,0.91861,0.75,0.80214,0.6301,0.40364,2.81842,0.45429,0.38279,0.98979,0.00106091,0.00106091,0.00106091
334,1603.88,0.42664,1.70017,0.34849,0.36037,0.93659,0.93743,0.85714,0.89915,0.80466,0.75683,0.66702,0.68283,0.56013,0.39866,3.04076,0.45776,0.36449,0.98488,0.00105809,0.00105809,0.00105809
335,1608.6,0.42896,1.62513,0.34322,0.35855,0.93946,0.96069,0.87281,0.91288,0.80958,0.75058,0.71429,0.74083,0.63571,0.42434,2.92476,0.45959,0.35727,1.04684,0.00105526,0.00105526,0.00105526
336,1613.33,0.43276,1.75625,0.34757,0.37099,0.94026,0.95755,0.875,0.9079,0.80868,0.82683,0.71429,0.75281,0.6209,0.42215,2.95354,0.44023,0.35996,1.03619,0.00105243,0.00105243,0.00105243
337,1618.09,0.41882,1.67126,0.34182,0.35877,0.93334,0.93455,0.875,0.88938,0.79858,0.84385,0.69643,0.72756,0.60999,0.40661,2.90554,0.39898,0.35267,1.05862,0.0010496,0.0010496,0.0010496
338,1622.82,0.43301,1.75956,0.34716,0.36612,0.93042,0.92842,0.875,0.89677,0.79814,0.83549,0.72562,0.7604,0.62278,0.43019,2.85235,0.39879,0.38259,1.08587,0.00104677,0.00104677,0.00104677
339,1627.58,0.42153,1.5688,0.3343,0.35279,0.92504,0.9234,0.875,0.91424,0.79893,0.80658,0.76786,0.75292,0.63542,0.40646,2.82683,0.41651,0.37668,1.01954,0.00104394,0.00104394,0.00104394
340,1632.33,0.42807,1.61024,0.32857,0.36493,0.93853,0.89573,0.92047,0.90894,0.81048,0.81478,0.78571,0.77419,0.6412,0.40937,2.90605,0.44852,0.36088,1.01743,0.00104111,0.00104111,0.00104111
341,1637.06,0.41553,1.72718,0.33512,0.35128,0.93476,0.94325,0.89038,0.92869,0.82226,0.79281,0.67857,0.68705,0.56576,0.39463,3.10399,0.45279,0.35038,1.0057,0.00103829,0.00103829,0.00103829
342,1641.78,0.43059,1.59359,0.33305,0.36743,0.93707,0.94163,0.86429,0.90688,0.80921,0.81614,0.71429,0.70982,0.60619,0.4106,2.87526,0.4407,0.38365,1.03223,0.00103546,0.00103546,0.00103546
343,1646.53,0.41069,1.75049,0.34039,0.3512,0.93112,0.92168,0.84063,0.88676,0.78475,0.77877,0.69643,0.6431,0.56508,0.4679,3.07897,0.45687,0.39895,1.19497,0.00103263,0.00103263,0.00103263
344,1651.25,0.42241,1.87829,0.34819,0.35582,0.93689,0.93262,0.80357,0.87883,0.78837,0.86988,0.75,0.75873,0.59103,0.43827,2.96663,0.45594,0.40273,1.06805,0.0010298,0.0010298,0.0010298
345,1656.01,0.4165,1.67124,0.3386,0.35982,0.92113,0.91693,0.83929,0.89948,0.79985,0.82513,0.75845,0.74315,0.61765,0.44784,2.92244,0.46316,0.39438,1.10724,0.00102697,0.00102697,0.00102697
346,1660.71,0.42198,1.73689,0.33904,0.36522,0.93278,0.90784,0.85714,0.90653,0.79306,0.82881,0.71429,0.72269,0.58214,0.44594,2.97173,0.45366,0.37995,1.08736,0.00102414,0.00102414,0.00102414
347,1665.44,0.42661,1.63041,0.33968,0.36286,0.94076,0.9083,0.88445,0.90337,0.80063,0.85246,0.75,0.76622,0.64696,0.4474,2.85225,0.44556,0.39387,1.09624,0.00102131,0.00102131,0.00102131
348,1670.18,0.40983,1.72333,0.33958,0.35583,0.93004,0.94225,0.87411,0.90508,0.80838,0.83181,0.71429,0.72687,0.62154,0.42683,2.89482,0.44732,0.34758,1.08504,0.00101849,0.00101849,0.00101849
349,1674.91,0.40714,1.62116,0.33288,0.3468,0.92435,0.92423,0.87132,0.89572,0.80672,0.85616,0.75,0.75043,0.6379,0.39627,2.90652,0.46167,0.35917,1.04136,0.00101566,0.00101566,0.00101566
350,1679.63,0.42176,1.77849,0.34424,0.35567,0.93392,0.91273,0.85714,0.88613,0.80276,0.87226,0.73214,0.79179,0.60607,0.41863,2.9251,0.4592,0.38636,1.06302,0.00101283,0.00101283,0.00101283
351,1684.38,0.41587,1.55037,0.32523,0.35247,0.92844,0.92404,0.91071,0.90058,0.81204,0.85334,0.69643,0.72921,0.59973,0.41092,2.959,0.46329,0.35802,1.05077,0.00101,0.00101,0.00101
352,1689.12,0.42678,1.53346,0.32647,0.36118,0.94175,0.92502,0.89286,0.9118,0.81841,0.80456,0.73519,0.71345,0.59345,0.42894,2.8438,0.44751,0.35087,1.08647,0.00100717,0.00100717,0.00100717
353,1693.85,0.40976,1.5242,0.32318,0.35244,0.9326,0.91093,0.875,0.90068,0.80523,0.73838,0.73214,0.68229,0.57246,0.4494,3.26974,0.46387,0.37433,1.09275,0.00100434,0.00100434,0.00100434
354,1698.6,0.40853,1.60791,0.33401,0.34748,0.92665,0.90756,0.87661,0.9093,0.81152,0.86869,0.76786,0.77086,0.5662,0.41666,2.97114,0.45445,0.37152,1.05737,0.00100151,0.00100151,0.00100151
355,1703.33,0.39828,1.62492,0.33012,0.3399,0.93327,0.92498,0.89286,0.8893,0.80697,0.80088,0.73214,0.73985,0.59495,0.39722,2.86458,0.43666,0.38424,1.02573,0.000998686,0.000998686,0.000998686
