epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
354,1692.27,0.55249,2.14337,0.40344,0.48447,1.04796,0.85925,0.89286,0.89298,0.76042,0.85142,0.71429,0.73112,0.53491,0.54772,3.18484,0.44839,0.45628,1.19348,0.00100151,0.00100151,0.00100151
355,1697.11,0.54087,2.20644,0.40445,0.48033,1.04966,0.87184,0.89286,0.88477,0.76553,0.83532,0.72471,0.68228,0.52201,0.53267,3.19031,0.44732,0.45434,1.19246,0.000998686,0.000998686,0.000998686
356,1701.82,0.55488,2.13741,0.40168,0.49137,1.04808,0.88892,0.875,0.87299,0.75917,0.87219,0.7312,0.72407,0.54283,0.53382,3.27048,0.45021,0.45793,1.18257,0.000995857,0.000995857,0.000995857
357,1706.52,0.56353,2.06668,0.39699,0.49591,1.03926,0.85889,0.8696,0.87936,0.74904,0.8807,0.71429,0.73358,0.56424,0.55278,3.09078,0.45407,0.45818,1.20865,0.000993029,0.000993029,0.000993029
358,1711.27,0.54757,2.17445,0.40567,0.495,1.04849,0.89956,0.85714,0.87749,0.75401,0.83002,0.73214,0.69507,0.53919,0.55157,3.12699,0.45744,0.47595,1.19223,0.0009902,0.0009902,0.0009902
359,1715.96,0.54092,2.1776,0.39877,0.47203,1.0371,0.85608,0.84985,0.87359,0.74876,0.87979,0.75,0.72702,0.54542,0.57715,3.29434,0.45229,0.46717,1.20986,0.000987371,0.000987371,0.000987371
360,1720.7,0.56568,2.2077,0.4082,0.49498,1.04993,0.84913,0.94643,0.90216,0.76795,0.81616,0.71429,0.69491,0.55484,0.52772,3.22421,0.46807,0.453,1.15573,0.000984543,0.000984543,0.000984543
361,1725.42,0.564,2.25491,0.40759,0.49332,1.04799,0.87916,0.90946,0.88413,0.75904,0.8736,0.75,0.74396,0.57437,0.55468,3.10606,0.45604,0.45338,1.16455,0.000981714,0.000981714,0.000981714
362,1730.25,0.54764,2.14868,0.40415,0.48396,1.04074,0.90139,0.875,0.87982,0.75698,0.85851,0.73214,0.73339,0.56733,0.57113,3.04615,0.44703,0.45892,1.17959,0.000978886,0.000978886,0.000978886
363,1734.97,0.55378,2.1573,0.40437,0.48517,1.04178,0.8625,0.875,0.88084,0.75733,0.85463,0.73214,0.72014,0.57294,0.57849,3.09928,0.46498,0.48038,1.18604,0.000976057,0.000976057,0.000976057
364,1739.72,0.52818,2.09936,0.40085,0.47211,1.0329,0.90068,0.875,0.88553,0.76223,0.87886,0.77742,0.75685,0.55356,0.55451,3.09452,0.4574,0.46685,1.18426,0.000973229,0.000973229,0.000973229
365,1744.43,0.55712,2.23893,0.41574,0.48645,1.04974,0.88853,0.875,0.89022,0.76421,0.85407,0.73156,0.73965,0.54835,0.5627,3.15269,0.45496,0.45218,1.17301,0.0009704,0.0009704,0.0009704
366,1749.18,0.56665,2.27649,0.40973,0.48602,1.05099,0.82529,0.89286,0.88976,0.77966,0.85403,0.73136,0.72422,0.53567,0.53432,3.16883,0.4565,0.45939,1.14754,0.000967571,0.000967571,0.000967571
367,1754.02,0.55405,2.02779,0.39684,0.48724,1.04332,0.91665,0.89286,0.9004,0.76883,0.84729,0.73214,0.72101,0.52777,0.54323,3.13709,0.45924,0.44858,1.18893,0.000964743,0.000964743,0.000964743
368,1758.73,0.56548,2.10594,0.40299,0.48736,1.04191,0.89427,0.90629,0.90364,0.782,0.8462,0.73214,0.71521,0.54219,0.53375,3.19318,0.44997,0.43812,1.17253,0.000961914,0.000961914,0.000961914
369,1763.45,0.55927,2.18097,0.40699,0.48676,1.04696,0.84702,0.92857,0.89052,0.76613,0.90026,0.75,0.74437,0.56799,0.55056,3.25553,0.45904,0.44273,1.14877,0.000959086,0.000959086,0.000959086
370,1768.13,0.55963,2.1689,0.40242,0.48985,1.05046,0.86335,0.90267,0.88997,0.78149,0.8383,0.74072,0.72393,0.5639,0.50894,3.31274,0.456,0.46225,1.13631,0.000956257,0.000956257,0.000956257
371,1772.83,0.54172,2.1525,0.40402,0.47772,1.04006,0.87577,0.91071,0.88668,0.76766,0.88732,0.73214,0.72093,0.55905,0.52702,3.26654,0.45782,0.46699,1.14828,0.000953429,0.000953429,0.000953429
372,1777.55,0.54091,2.13437,0.39874,0.47367,1.03831,0.87695,0.8909,0.8895,0.7676,0.83953,0.74745,0.71469,0.56547,0.52607,3.14973,0.453,0.44157,1.14474,0.0009506,0.0009506,0.0009506
373,1782.37,0.55145,2.18385,0.41272,0.48055,1.04239,0.89019,0.86866,0.88943,0.76349,0.85332,0.73214,0.74284,0.54995,0.52886,3.04087,0.447,0.44015,1.16939,0.000947771,0.000947771,0.000947771
374,1787.08,0.54717,2.23884,0.40232,0.48637,1.03985,0.87703,0.89286,0.89446,0.77169,0.87946,0.78177,0.76333,0.56331,0.53372,3.0265,0.44362,0.45088,1.15881,0.000944943,0.000944943,0.000944943
375,1791.78,0.55848,2.10977,0.40408,0.48756,1.04868,0.8609,0.88424,0.89171,0.76971,0.8772,0.76542,0.73811,0.56629,0.54247,3.13263,0.45085,0.44012,1.19137,0.000942114,0.000942114,0.000942114
376,1796.54,0.55686,2.17622,0.39795,0.48702,1.0456,0.9091,0.89291,0.91303,0.76335,0.84097,0.76786,0.73847,0.5501,0.5646,3.1017,0.45145,0.4429,1.1893,0.000939286,0.000939286,0.000939286
377,1801.28,0.54514,2.09786,0.40367,0.47791,1.03968,0.87988,0.92857,0.91155,0.78108,0.86349,0.71429,0.71772,0.56827,0.55217,3.04867,0.44235,0.44222,1.17504,0.000936457,0.000936457,0.000936457
378,1806,0.55667,2.10392,0.39821,0.49416,1.04711,0.89003,0.89286,0.89002,0.77492,0.90906,0.71401,0.72928,0.59312,0.53836,3.05283,0.44226,0.44061,1.15228,0.000933629,0.000933629,0.000933629
379,1810.74,0.52261,2.12532,0.39943,0.47284,1.02703,0.88974,0.85714,0.88149,0.76814,0.89171,0.75,0.734,0.57975,0.51921,3.08202,0.4639,0.45925,1.11521,0.0009308,0.0009308,0.0009308
380,1815.66,0.54265,2.15031,0.40728,0.47679,1.03791,0.93359,0.89286,0.90738,0.76451,0.85575,0.78571,0.75342,0.57988,0.53181,3.03123,0.46885,0.46955,1.12296,0.000927971,0.000927971,0.000927971
381,1820.31,0.54666,2.04134,0.39241,0.47373,1.04913,0.8941,0.90464,0.8842,0.77179,0.87139,0.72602,0.70509,0.55459,0.53061,3.14081,0.47204,0.46211,1.15175,0.000925143,0.000925143,0.000925143
382,1824.98,0.53567,2.18513,0.40252,0.471,1.0298,0.84791,0.89606,0.87884,0.76129,0.85844,0.73214,0.73787,0.58993,0.52485,3.16912,0.47317,0.45164,1.13508,0.000922314,0.000922314,0.000922314
383,1829.63,0.5344,2.12385,0.40361,0.46976,1.02963,0.87507,0.875,0.88181,0.7662,0.85877,0.76016,0.75417,0.56583,0.51445,3.18134,0.46038,0.44901,1.13071,0.000919486,0.000919486,0.000919486
384,1834.4,0.53188,2.08668,0.39371,0.46862,1.03232,0.89538,0.92857,0.90387,0.77627,0.85786,0.75448,0.75704,0.57089,0.52252,3.06698,0.46562,0.45144,1.13324,0.000916657,0.000916657,0.000916657
385,1839.09,0.53084,1.98458,0.3949,0.47406,1.03605,0.88061,0.92202,0.8897,0.77792,0.81635,0.71429,0.70422,0.52313,0.51167,3.1525,0.45441,0.44517,1.12725,0.000913829,0.000913829,0.000913829
386,1843.96,0.5501,2.1458,0.3973,0.47975,1.04495,0.87093,0.89286,0.89041,0.7855,0.85013,0.76786,0.73276,0.54396,0.53536,3.11606,0.46378,0.44743,1.16519,0.000911,0.000911,0.000911
387,1848.7,0.5389,2.25629,0.40436,0.47277,1.03391,0.88578,0.85714,0.87528,0.76547,0.8098,0.76035,0.72015,0.56702,0.55531,3.05934,0.46728,0.45262,1.23034,0.000908171,0.000908171,0.000908171
388,1853.45,0.52469,2.16026,0.40329,0.46819,1.03166,0.86817,0.875,0.87272,0.76227,0.86925,0.71236,0.72296,0.55373,0.50309,3.04849,0.45824,0.45184,1.12754,0.000905343,0.000905343,0.000905343
389,1858.18,0.54681,2.06239,0.39456,0.48288,1.04492,0.88218,0.83929,0.88029,0.76479,0.8904,0.76786,0.78776,0.5726,0.51296,3.01075,0.45231,0.46356,1.1394,0.000902514,0.000902514,0.000902514
390,1862.86,0.53187,2.15486,0.39818,0.46869,1.02831,0.92116,0.83469,0.88237,0.77272,0.86213,0.7817,0.75468,0.58047,0.52447,3.06678,0.44393,0.4529,1.14111,0.000899686,0.000899686,0.000899686
391,1867.63,0.54887,2.20869,0.40146,0.48011,1.04902,0.87675,0.88925,0.87984,0.75861,0.83591,0.75,0.72727,0.56108,0.55965,3.01645,0.44344,0.46076,1.18798,0.000896857,0.000896857,0.000896857
392,1872.48,0.52854,2.03525,0.39591,0.46742,1.03125,0.85232,0.92755,0.88634,0.76905,0.83272,0.78571,0.76185,0.5662,0.51934,3.08469,0.45235,0.46436,1.15196,0.000894029,0.000894029,0.000894029
393,1877.2,0.52372,2.03505,0.39905,0.4662,1.01933,0.8943,0.90657,0.90187,0.78253,0.87479,0.76786,0.74042,0.57282,0.52489,3.13457,0.45278,0.45704,1.15146,0.0008912,0.0008912,0.0008912
394,1881.91,0.52846,1.88503,0.39249,0.4694,1.02643,0.86422,0.91071,0.88736,0.77147,0.89676,0.77561,0.7875,0.57093,0.52489,3.11749,0.45542,0.44617,1.13414,0.000888371,0.000888371,0.000888371
395,1886.64,0.52671,1.9707,0.3866,0.46305,1.02354,0.92702,0.90737,0.91121,0.77869,0.93459,0.76548,0.78859,0.5703,0.50759,3.10372,0.44748,0.43841,1.11175,0.000885543,0.000885543,0.000885543
396,1891.39,0.5247,2.11694,0.39518,0.46663,1.02785,0.90627,0.86339,0.88294,0.76312,0.93528,0.77429,0.77918,0.55822,0.50673,3.16897,0.45091,0.45364,1.12723,0.000882714,0.000882714,0.000882714
397,1896.13,0.5206,1.91347,0.39068,0.46505,1.02343,0.83815,0.92482,0.89189,0.77948,0.90014,0.76786,0.7779,0.52675,0.50007,3.19833,0.45979,0.45212,1.11176,0.000879886,0.000879886,0.000879886
398,1900.84,0.55789,2.1878,0.40899,0.49177,1.04208,0.83734,0.91071,0.88862,0.77764,0.84852,0.80357,0.781,0.57785,0.49425,3.07895,0.44827,0.44706,1.11882,0.000877057,0.000877057,0.000877057
399,1905.72,0.53076,2.11511,0.39214,0.47396,1.02861,0.9209,0.85714,0.89434,0.78296,0.85621,0.74442,0.74266,0.56797,0.51295,3.10044,0.45779,0.45112,1.17032,0.000874229,0.000874229,0.000874229
400,1910.45,0.5277,2.11898,0.39741,0.47063,1.02581,0.88782,0.91071,0.88681,0.77046,0.84475,0.71429,0.69156,0.5308,0.51269,3.1064,0.45622,0.45376,1.1405,0.0008714,0.0008714,0.0008714
401,1915.18,0.53252,1.98953,0.38848,0.47378,1.03405,0.90878,0.92857,0.91192,0.78696,0.91078,0.72922,0.74287,0.56732,0.50502,3.07372,0.45727,0.44936,1.13846,0.000868571,0.000868571,0.000868571
402,1919.91,0.52073,2.20537,0.40022,0.45566,1.02111,0.88093,0.92489,0.89004,0.77889,0.84398,0.66071,0.70408,0.5658,0.51042,3.03463,0.45691,0.44139,1.15461,0.000865743,0.000865743,0.000865743
403,1924.63,0.52755,2.141,0.39888,0.46446,1.02876,0.85194,0.92481,0.89036,0.77612,0.88307,0.69643,0.72863,0.57897,0.52761,3.03213,0.44699,0.43846,1.14819,0.000862914,0.000862914,0.000862914
404,1929.36,0.53043,2.08048,0.39444,0.46962,1.02784,0.90859,0.88754,0.89013,0.77719,0.88092,0.69643,0.7035,0.58555,0.51995,2.97513,0.45088,0.43353,1.16691,0.000860086,0.000860086,0.000860086
405,1934.23,0.52733,2.07611,0.39768,0.46662,1.02619,0.86184,0.92857,0.88631,0.77014,0.88136,0.75,0.74703,0.56615,0.52544,3.14024,0.45831,0.44513,1.1887,0.000857257,0.000857257,0.000857257
406,1938.97,0.54072,2.12325,0.40337,0.4731,1.02497,0.86611,0.92421,0.88471,0.76411,0.9036,0.69643,0.71883,0.57738,0.5207,3.21483,0.45931,0.46016,1.16199,0.000854429,0.000854429,0.000854429
407,1943.71,0.52918,2.21712,0.40615,0.4633,1.02931,0.87909,0.90886,0.88287,0.76297,0.9303,0.71509,0.73234,0.55104,0.5094,3.17536,0.45415,0.45484,1.14047,0.0008516,0.0008516,0.0008516
408,1948.48,0.51806,2.0231,0.39501,0.45236,1.01462,0.89218,0.88663,0.88851,0.77175,0.95277,0.73214,0.75107,0.56932,0.50952,3.10683,0.44653,0.43508,1.14642,0.000848771,0.000848771,0.000848771
409,1953.13,0.52151,2.16816,0.39798,0.46219,1.02409,0.9246,0.92857,0.9121,0.77653,0.8898,0.75,0.76005,0.54956,0.53973,3.15344,0.4521,0.43739,1.17126,0.000845943,0.000845943,0.000845943
410,1957.84,0.51156,1.91045,0.38573,0.45247,1.01561,0.89653,0.89286,0.89175,0.78036,0.89253,0.75,0.7447,0.55373,0.50889,3.11115,0.45107,0.43696,1.13383,0.000843114,0.000843114,0.000843114
411,1962.57,0.54341,2.13077,0.3979,0.48006,1.03309,0.92199,0.91071,0.89192,0.76989,0.8941,0.75387,0.74675,0.56392,0.54454,3.22239,0.45495,0.46267,1.17855,0.000840286,0.000840286,0.000840286
412,1967.45,0.53027,2.20427,0.3974,0.46935,1.03119,0.90834,0.89286,0.89021,0.77134,0.87661,0.76129,0.75689,0.56385,0.5481,3.22033,0.45785,0.44571,1.19734,0.000837457,0.000837457,0.000837457
413,1972.17,0.51546,2.13441,0.38881,0.44904,1.0192,0.90452,0.91071,0.88956,0.767,0.84219,0.76786,0.74392,0.57178,0.53919,3.16258,0.45756,0.44401,1.17576,0.000834629,0.000834629,0.000834629
414,1976.88,0.51081,1.88513,0.387,0.45356,1.0154,0.91666,0.875,0.88596,0.76645,0.87494,0.78571,0.75444,0.58809,0.50572,3.00026,0.45046,0.44361,1.12167,0.0008318,0.0008318,0.0008318
415,1981.64,0.52801,2.04039,0.39448,0.46645,1.02991,0.87411,0.89286,0.88558,0.77103,0.88799,0.75,0.7402,0.57269,0.49565,3.025,0.45919,0.45818,1.10385,0.000828971,0.000828971,0.000828971
416,1986.37,0.50473,2.05281,0.39437,0.45188,1.01972,0.91696,0.875,0.89201,0.77218,0.88998,0.72233,0.73168,0.55911,0.50882,3.11378,0.4616,0.43425,1.12262,0.000826143,0.000826143,0.000826143
417,1991.1,0.52484,2.01568,0.39691,0.45649,1.02416,0.90732,0.87408,0.88734,0.76409,0.8581,0.75599,0.74346,0.55821,0.54681,3.17517,0.45849,0.4569,1.14071,0.000823314,0.000823314,0.000823314
418,1995.99,0.51961,1.96729,0.38836,0.45817,1.01945,0.91057,0.90908,0.88981,0.7787,0.84814,0.78571,0.76616,0.55025,0.50324,3.12265,0.46625,0.43923,1.10569,0.000820486,0.000820486,0.000820486
419,2000.72,0.50996,2.01742,0.38856,0.45457,1.01822,0.91383,0.875,0.89052,0.77459,0.87175,0.72832,0.74126,0.55111,0.52189,3.0756,0.44988,0.43294,1.14455,0.000817657,0.000817657,0.000817657
420,2005.43,0.51898,2.07425,0.39318,0.45644,1.02052,0.91745,0.91071,0.90448,0.77137,0.86303,0.75,0.72627,0.54214,0.54636,3.22607,0.46585,0.42573,1.17046,0.000814829,0.000814829,0.000814829
421,2010.15,0.52034,1.96922,0.39166,0.46283,1.02526,0.86556,0.89286,0.88572,0.76626,0.8959,0.76841,0.76984,0.56061,0.53091,3.18271,0.45807,0.42369,1.1453,0.000812,0.000812,0.000812
422,2014.82,0.51404,2.00541,0.38972,0.45748,1.02666,0.86507,0.92857,0.89633,0.782,0.82633,0.76476,0.73898,0.57678,0.52143,3.12011,0.45838,0.41835,1.1283,0.000809171,0.000809171,0.000809171
423,2019.54,0.52668,1.91208,0.38594,0.46068,1.03344,0.90607,0.8613,0.88523,0.77419,0.83806,0.76786,0.74091,0.56605,0.52915,3.14542,0.45963,0.43155,1.16726,0.000806343,0.000806343,0.000806343
424,2024.29,0.52383,1.96734,0.38977,0.45843,1.02432,0.84987,0.94643,0.9041,0.76832,0.8613,0.69643,0.73031,0.57044,0.54254,3.15349,0.46296,0.43474,1.20044,0.000803514,0.000803514,0.000803514
425,2029.15,0.50917,2.04355,0.38652,0.46057,1.02147,0.91695,0.85714,0.88753,0.77016,0.88419,0.71429,0.75578,0.58536,0.53532,3.17744,0.46257,0.42264,1.17702,0.000800686,0.000800686,0.000800686
426,2033.88,0.52031,1.99375,0.39202,0.45665,1.02121,0.89203,0.89286,0.89218,0.77591,0.89333,0.74781,0.73957,0.5479,0.52432,3.19852,0.46252,0.42545,1.17281,0.000797857,0.000797857,0.000797857
427,2038.66,0.5145,2.07043,0.39277,0.44948,1.02021,0.88481,0.875,0.88953,0.76366,0.85277,0.73214,0.76616,0.58193,0.53395,3.08089,0.45642,0.44201,1.17023,0.000795029,0.000795029,0.000795029
428,2043.41,0.51225,2.04571,0.39541,0.447,1.01127,0.92222,0.84699,0.90146,0.76848,0.87918,0.77972,0.78225,0.57397,0.53003,3.1755,0.46018,0.4389,1.15814,0.0007922,0.0007922,0.0007922
429,2048.13,0.53468,2.04168,0.38543,0.46774,1.02763,0.89221,0.88693,0.8894,0.76441,0.84254,0.76786,0.75932,0.58927,0.53154,3.10007,0.44578,0.43343,1.14457,0.000789371,0.000789371,0.000789371
430,2052.85,0.51093,1.91695,0.38663,0.44347,1.00938,0.85885,0.875,0.88054,0.76165,0.78961,0.75,0.71008,0.57661,0.53776,3.14727,0.45794,0.43707,1.15657,0.000786543,0.000786543,0.000786543
431,2057.72,0.5134,2.05387,0.3956,0.45428,1.01647,0.90733,0.87417,0.88102,0.75976,0.84394,0.69643,0.71901,0.55812,0.51653,3.16092,0.47018,0.43498,1.1434,0.000783714,0.000783714,0.000783714
432,2062.5,0.5197,1.9212,0.38087,0.46172,1.0268,0.84653,0.91071,0.88233,0.76283,0.89114,0.73093,0.72581,0.5471,0.54369,3.21923,0.46364,0.43504,1.18148,0.000780886,0.000780886,0.000780886
433,2067.22,0.51734,2.1765,0.38946,0.45178,1.02047,0.86553,0.92857,0.8845,0.76628,0.8672,0.69969,0.71613,0.57323,0.53202,3.09014,0.46173,0.43502,1.18555,0.000778057,0.000778057,0.000778057
434,2071.95,0.52697,2.01166,0.38836,0.46582,1.02501,0.85814,0.86424,0.8779,0.75779,0.90097,0.73214,0.75774,0.57219,0.53421,3.02929,0.45847,0.44287,1.15298,0.000775229,0.000775229,0.000775229
435,2076.66,0.51732,2.11267,0.40092,0.45178,1.01301,0.87894,0.90761,0.88948,0.76812,0.86954,0.76786,0.75111,0.58235,0.49783,3.06533,0.4558,0.41975,1.13306,0.0007724,0.0007724,0.0007724
436,2081.41,0.50853,1.99588,0.38941,0.44661,1.00761,0.84946,0.90689,0.88243,0.76127,0.86306,0.78785,0.78096,0.59359,0.53176,3.11853,0.44867,0.44541,1.16386,0.000769571,0.000769571,0.000769571
437,2086.27,0.5214,1.99241,0.37902,0.45936,1.0286,0.83582,0.90911,0.87843,0.766,0.93381,0.71429,0.74544,0.57609,0.53595,3.15802,0.43931,0.43499,1.16534,0.000766743,0.000766743,0.000766743
438,2090.96,0.53431,2.08885,0.39677,0.46855,1.02523,0.86541,0.89286,0.88666,0.7648,0.90274,0.75,0.76874,0.57579,0.52951,3.13611,0.44191,0.44535,1.15442,0.000763914,0.000763914,0.000763914
439,2095.7,0.52705,1.93496,0.38442,0.46083,1.02433,0.86266,0.89741,0.88683,0.77792,0.91383,0.73214,0.78196,0.57375,0.50695,3.09523,0.45025,0.43427,1.11415,0.000761086,0.000761086,0.000761086
440,2100.41,0.51946,1.93758,0.38445,0.45889,1.02863,0.84517,0.91071,0.88545,0.77368,0.92036,0.75,0.7957,0.56297,0.51808,3.13264,0.44881,0.42804,1.13551,0.000758257,0.000758257,0.000758257
441,2105.11,0.50408,1.9576,0.38452,0.45586,1.01798,0.87865,0.90512,0.89026,0.77485,0.86668,0.81266,0.79227,0.56418,0.5116,3.11541,0.45132,0.42774,1.13741,0.000755429,0.000755429,0.000755429
442,2109.85,0.5044,2.11968,0.3937,0.45657,1.01198,0.87267,0.92857,0.88915,0.76657,0.85646,0.82143,0.7945,0.53641,0.51441,3.10512,0.44479,0.43103,1.1239,0.0007526,0.0007526,0.0007526
443,2114.58,0.49063,1.97284,0.38823,0.4398,1.00491,0.85081,0.92857,0.88778,0.7727,0.86324,0.78571,0.77665,0.56183,0.54869,3.08197,0.44279,0.43017,1.15955,0.000749771,0.000749771,0.000749771
444,2119.49,0.51082,1.95887,0.39877,0.44254,1.0109,0.89215,0.8864,0.89078,0.77267,0.87317,0.78571,0.77652,0.59376,0.5286,3.01655,0.44624,0.42505,1.14153,0.000746943,0.000746943,0.000746943
445,2124.21,0.52362,1.95362,0.38577,0.45875,1.01417,0.89627,0.875,0.88851,0.7704,0.85969,0.76593,0.76679,0.57418,0.53208,3.08009,0.44656,0.42573,1.1503,0.000744114,0.000744114,0.000744114
446,2128.94,0.48895,1.89452,0.38094,0.43104,1.00226,0.86492,0.92857,0.88972,0.76099,0.85118,0.76786,0.76085,0.56303,0.54487,3.13793,0.4618,0.43762,1.15966,0.000741286,0.000741286,0.000741286
447,2133.67,0.51059,1.91241,0.38951,0.44539,1.00978,0.86634,0.92599,0.88528,0.76297,0.88059,0.80357,0.79022,0.5661,0.54102,3.08271,0.46176,0.4221,1.15489,0.000738457,0.000738457,0.000738457
448,2138.37,0.50558,2.06838,0.38802,0.44586,1.0127,0.91812,0.85714,0.88057,0.75876,0.85509,0.76786,0.7657,0.56126,0.54679,3.11961,0.46291,0.42302,1.16835,0.000735629,0.000735629,0.000735629
449,2143.08,0.50304,2.02862,0.39079,0.44605,1.00842,0.88004,0.92857,0.8835,0.76229,0.86543,0.75,0.7265,0.55486,0.54874,3.21555,0.45717,0.45284,1.18557,0.0007328,0.0007328,0.0007328
450,2147.96,0.51136,1.96507,0.3789,0.45101,1.01613,0.87233,0.91071,0.89283,0.76539,0.84402,0.77307,0.75591,0.57232,0.52353,3.16475,0.45185,0.44418,1.15707,0.000729971,0.000729971,0.000729971
451,2152.7,0.50832,2.05897,0.39112,0.45425,1.00873,0.90278,0.89286,0.89103,0.77442,0.84348,0.78571,0.75362,0.56722,0.50969,3.10611,0.44619,0.42905,1.14656,0.000727143,0.000727143,0.000727143
452,2157.44,0.5143,1.89302,0.37994,0.45178,1.01755,0.89206,0.875,0.88756,0.76087,0.86186,0.78571,0.76557,0.57891,0.51845,3.0083,0.45134,0.42479,1.15788,0.000724314,0.000724314,0.000724314
453,2162.14,0.50634,1.9641,0.38587,0.4439,1.0045,0.9233,0.85988,0.88915,0.77495,0.86193,0.78039,0.76757,0.59644,0.51874,2.95236,0.44559,0.42183,1.16298,0.000721486,0.000721486,0.000721486
454,2166.88,0.49667,1.95669,0.38581,0.44147,1.01704,0.88809,0.91071,0.89063,0.77319,0.89099,0.76786,0.76327,0.60282,0.49419,2.95929,0.44697,0.42028,1.14692,0.000718657,0.000718657,0.000718657
455,2171.59,0.49979,2.07907,0.38763,0.45002,1.00997,0.8929,0.8933,0.88876,0.78087,0.89492,0.76049,0.77294,0.57577,0.50381,3.0204,0.45832,0.43963,1.13649,0.000715829,0.000715829,0.000715829
456,2176.46,0.50924,2.07587,0.38237,0.44648,1.01404,0.91054,0.90877,0.88941,0.78268,0.87761,0.75,0.77524,0.58963,0.49837,3.0136,0.46456,0.42539,1.15114,0.000713,0.000713,0.000713
457,2181.18,0.50399,2.01182,0.39435,0.44467,1.01096,0.89739,0.89286,0.88649,0.7818,0.86578,0.76786,0.75814,0.57866,0.49409,3.07322,0.4609,0.43038,1.14767,0.000710171,0.000710171,0.000710171
458,2185.93,0.49177,1.96384,0.39252,0.43953,1.0024,0.90952,0.89757,0.8896,0.78111,0.85724,0.80357,0.78144,0.57948,0.47271,3.01857,0.45953,0.4306,1.10619,0.000707343,0.000707343,0.000707343
459,2190.61,0.5035,1.99163,0.37674,0.44576,1.01435,0.8582,0.91071,0.88424,0.77938,0.87383,0.71429,0.744,0.54417,0.49631,3.07754,0.44582,0.43508,1.11342,0.000704514,0.000704514,0.000704514
460,2195.32,0.47275,1.97432,0.38107,0.43273,1.00043,0.87707,0.89286,0.89621,0.78642,0.78221,0.78571,0.72707,0.57035,0.4809,3.14611,0.45893,0.45181,1.09721,0.000701686,0.000701686,0.000701686
461,2200.02,0.49837,2.0743,0.39143,0.43936,1.00896,0.87464,0.92857,0.90299,0.77481,0.88226,0.71429,0.74478,0.56869,0.51178,3.0703,0.44999,0.44391,1.13243,0.000698857,0.000698857,0.000698857
462,2204.87,0.50337,2.08467,0.38298,0.44547,1.01304,0.86063,0.92857,0.89936,0.77694,0.82473,0.75,0.72509,0.58619,0.49471,3.05907,0.45255,0.43603,1.12731,0.000696029,0.000696029,0.000696029
463,2209.62,0.48326,2.03833,0.38366,0.44029,1.00809,0.88082,0.92857,0.89554,0.76475,0.88765,0.71429,0.73541,0.59752,0.51898,3.02737,0.45886,0.42922,1.16819,0.0006932,0.0006932,0.0006932
464,2214.39,0.50696,2.08758,0.38589,0.4467,1.01114,0.92122,0.85714,0.88408,0.76504,0.88808,0.70859,0.72069,0.58985,0.50154,3.10159,0.45543,0.43906,1.11798,0.000690371,0.000690371,0.000690371
465,2219.11,0.49908,2.06578,0.38671,0.44235,1.00267,0.85892,0.89286,0.87992,0.76258,0.88082,0.78571,0.76428,0.58458,0.4961,3.1095,0.45736,0.43751,1.11597,0.000687543,0.000687543,0.000687543
466,2223.86,0.50483,1.8156,0.37831,0.44327,1.01079,0.91769,0.83929,0.88522,0.76993,0.87825,0.80357,0.78694,0.59483,0.52182,3.07013,0.44687,0.44204,1.14297,0.000684714,0.000684714,0.000684714
467,2228.6,0.49547,1.84187,0.37721,0.43201,1.00634,0.90854,0.88702,0.88604,0.769,0.86577,0.76786,0.76756,0.56873,0.50403,3.06908,0.44999,0.43431,1.1215,0.000681886,0.000681886,0.000681886
468,2233.49,0.47757,2.00616,0.38554,0.42987,0.99502,0.88693,0.91071,0.88813,0.77045,0.88605,0.71429,0.73372,0.55768,0.50449,3.04736,0.45106,0.42324,1.12264,0.000679057,0.000679057,0.000679057
469,2238.21,0.49939,2.1033,0.39354,0.44054,1.00432,0.92048,0.875,0.89058,0.77763,0.88061,0.73214,0.77311,0.58702,0.49763,3.04208,0.45275,0.42481,1.10317,0.000676229,0.000676229,0.000676229
470,2242.92,0.48417,2.07067,0.38663,0.42808,0.98995,0.89437,0.90727,0.88972,0.78301,0.83709,0.76786,0.75915,0.58038,0.49033,3.01574,0.45176,0.4183,1.11017,0.0006734,0.0006734,0.0006734
471,2247.66,0.49403,2.0515,0.38267,0.43385,1.01059,0.87919,0.90972,0.89199,0.77939,0.86613,0.69327,0.70386,0.58399,0.50105,3.05217,0.45079,0.42426,1.11234,0.000670571,0.000670571,0.000670571
472,2252.43,0.49751,1.89908,0.37916,0.43743,1.00975,0.90998,0.90261,0.89431,0.78223,0.86727,0.75,0.75468,0.56989,0.5024,3.01515,0.44962,0.41598,1.11014,0.000667743,0.000667743,0.000667743
473,2257.14,0.50183,1.98376,0.37592,0.44199,1.00762,0.87471,0.91071,0.88879,0.77429,0.83772,0.76786,0.73036,0.56169,0.50879,3.08531,0.46137,0.43112,1.12441,0.000664914,0.000664914,0.000664914
